Заголовок;Производитель;Тип автомата;Количество линий;Количество барабанов;Мин ставка на линию;Макс ставка на линию;Джектпот;Процент отдачи;Бонусная игра;Прогрессивный джекпот;Символ Wild;Символ Scatter;Автоматическая игра;Мультиплеер;Бесплатные спины
Doubles Slot;Yggdrasil Gaming;Видео-слоты;243;5;1;1;25000;Неизвестно;no;no;no;yes;yes;no;yes
Venetia Slot;GameArt;Видео-слоты;20;5;1;1;90;Неизвестно;no;no;yes;yes;yes;yes;yes
Beauty & The Beast Slot;Yggdrasil Gaming;Видео-слоты;20;5;1;0;250;96.6%;no;no;yes;yes;yes;no;yes
Princess Of Sky;BGAMING;Видео-слоты;9;5;1;1;10000;Неизвестно;no;no;yes;yes;yes;no;yes
Reel Crime Art Heist Slot;Rival;Видео-слоты;15;5;1;5;5000;94%;yes;no;yes;yes;yes;yes;yes
Dead Man's Chest;Parlay;Видео-слоты;20;5;1;1;2000;Неизвестно;no;no;yes;yes;yes;no;yes
Roman Legion;Amatic Industries;Видео-слоты;10;5;1;1;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Gold of Ra Slot;GameArt;Видео-слоты;25;5;1;1;Неизвестно;Неизвестно;no;no;yes;yes;yes;yes;yes
Dragon Lady Slot;GameArt;Видео-слоты;10;5;0;0;20;Неизвестно;no;no;yes;yes;yes;yes;yes
Big Cash Win;Rival;Классические слоты;1;3;1;2;2000;94%;no;no;no;no;yes;no;no
Jackpot Cherries;Realistic Games;Классические слоты;3;3;1;1;Неизвестно;95.01%;no;no;no;no;yes;no;no
Savanna's Life;EGT Interactive;Прогрессивные слоты;20;5;1;1;Прогрессивный;Неизвестно;no;yes;yes;yes;yes;yes;yes
The Godfather;PartyGaming;Видео-слоты;30;5;1;1;2500;94.5%;yes;no;yes;yes;yes;no;no
Great Queen Bee;Casiнет Techнетlogy;Видео-слоты;20;5;1;1;100;Неизвестно;no;no;yes;yes;yes;yes;yes
Reel Crime Bank Heist Slot;Rival;Видео-слоты;15;5;1;5;750;94%;yes;no;no;yes;yes;no;no
It Came From The Moon;Realistic Games;Классические слоты;20;5;1;1;10000;95.12%;yes;no;yes;yes;yes;yes;no
Puss'N Boots;Red Tiger Gaming;Видео-слоты;20;5;1;1;1000;Неизвестно;no;no;yes;yes;yes;no;yes
Mandarin Fortune;2 By 2 Gaming;Видео-слоты;20;5;1;1;750;95.05%;no;no;yes;yes;yes;yes;yes
Boom Bucks;Betsoft;Классические слоты;5;3;1;1;100;Неизвестно;no;no;no;yes;yes;no;no
Cloud Tales Slot;iSoftBet;Видео-слоты;9;5;1;1;2000;Неизвестно;no;no;yes;yes;yes;yes;yes
Fairy Queen;нетvomatic;Видео-слоты;10;5;4;1000;36000;95.09%;no;no;yes;yes;yes;no;yes
Lucky Babies;GameArt;Видео-слоты;20;5;1;0;30;Неизвестно;no;no;yes;yes;yes;no;yes
Winstar;Blueprint Gaming;Видео-слоты;10;5;1;1;10;Неизвестно;no;no;yes;no;yes;no;no
8 Ball Slots;Playtech;Классические слоты;1;3;1;2;2000;97%;no;no;no;no;yes;no;no
The Catfather Part II;Pragmatic Play;Видео-слоты;30;5;1;10;500;96.07%;no;no;yes;yes;yes;yes;yes
Best Things in Life Slot;iSoftBet;Видео-слоты;30;5;1;5;5000;Неизвестно;no;no;yes;yes;yes;yes;yes
5 Million Winning Streak;Playtech;Видео-слоты;5;5;1;5;1000000;93%;no;no;no;no;yes;no;no
The King Slot;Endorphina;Видео-слоты;10;5;1;100;9000;96%;no;no;yes;yes;yes;yes;yes
The Phantom of the Opera Slot;Microgaming;Видео-слоты;243;5;1;25;3;Неизвестно;no;no;yes;yes;yes;yes;yes
You Lucky Bastard;Microgaming;Классические слоты;1;3;1;1;1000;Неизвестно;yes;no;no;no;no;yes;no
Party Time;Microgaming;Классические слоты;1;3;1;3;9000;Неизвестно;no;no;no;no;yes;no;no
Scratch N Spin;Microgaming;Классические слоты;3;1;1;1;2000;96.51%;yes;no;no;no;no;yes;no
Dubya Money!;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;no;no
Lots A Loot;Microgaming;Прогрессивные слоты;25;5;1;1;750;90.1%;no;yes;yes;no;yes;no;no
Mega Joker Slot;NetEnt;Прогрессивные слоты;5;9;1;10;Прогрессивный;99%;no;yes;no;no;yes;no;no
Mr. Green's Grand;NetEnt;Видео-слоты;25;5;1;10;500;97%;no;no;yes;no;yes;yes;yes
Magic Love Slot;NetEnt;Видео-слоты;8;9;1;8;2000;96.6%;no;no;no;no;yes;no;no
Happy New Year;Microgaming;Классические слоты;5;3;1;5;160;Неизвестно;no;no;yes;no;yes;yes;no
Around the World;Microgaming;Классические слоты;20;5;1;10;10000;94.84%;yes;no;yes;yes;yes;yes;no
1 Arm Bandit;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Multiplayer Playboy;Microgaming;Видео-слоты;20;5;1;30;3000;Неизвестно;no;no;yes;yes;yes;yes;yes
Gee Gees;Microgaming;Классические слоты;1;3;1;1;20000;96.5%;yes;no;no;no;no;yes;no
Jungle 7's;Microgaming;Классические слоты;1;3;1;3;180;Неизвестно;no;no;yes;no;yes;yes;no
Mardi Gras;Microgaming;Классические слоты;1;3;1;2;4000;Неизвестно;no;no;no;no;yes;no;no
Razzmatazz;Microgaming;Классические слоты;1;3;1;3;300;Неизвестно;no;no;yes;no;no;yes;no
Royal 7's;Microgaming;Классические слоты;1;3;1;3;2500;Неизвестно;no;no;no;no;yes;no;no
Sand Storm;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Spin Magic;Microgaming;Классические слоты;5;3;1;1;8000;96.47%;yes;no;no;no;no;yes;no
JetSet;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;no;no
MegaSpin Double Magic;Microgaming;Классические слоты;9;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Oranges and Lemons;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Lucky Charmer;Microgaming;Классические слоты;1;3;1;3;1200;Неизвестно;yes;no;yes;no;yes;no;no
Off the Hook;Microgaming;Классические слоты;1;3;1;3;900;Неизвестно;no;no;yes;no;yes;yes;no
Living in Luxury;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;no;no
Martian Money;Microgaming;Классические слоты;5;3;1;5;80;Неизвестно;no;no;yes;no;yes;no;no
Nashville 7's;Microgaming;Классические слоты;1;3;1;3;2500;Неизвестно;no;no;no;no;yes;no;no
Riverbelle Riches;Microgaming;Классические слоты;1;3;1;2;1600;Неизвестно;no;no;yes;no;yes;yes;no
S.W.A.T. Team;Microgaming;Классические слоты;1;3;1;2;160;Неизвестно;no;no;yes;no;yes;yes;no
Silver Scarab;Microgaming;Классические слоты;1;3;1;3;1000;Неизвестно;no;no;yes;yes;yes;no;no
Sahara's Secret;Microgaming;Классические слоты;1;3;1;2;600;Неизвестно;no;no;yes;no;yes;no;no
Vegas Fortune;Microgaming;Классические слоты;5;3;1;5;80;Неизвестно;no;no;yes;no;yes;yes;no
Sultans Sevens;Microgaming;Классические слоты;1;3;1;3;600;Неизвестно;no;no;no;no;yes;no;no
Mega Moolah Summertime;Microgaming;Прогрессивные слоты;9;5;1;10;750;Неизвестно;no;yes;yes;yes;yes;yes;yes
MegaSpin Progressive Major Millions;Microgaming;Прогрессивные слоты;3;18;6;18;400;Неизвестно;no;yes;yes;no;yes;yes;no
Atlantis;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;no;no
Fruit Fiesta 3 Reel;Microgaming;Прогрессивные слоты;1;3;1;3;500;90.09%;no;yes;yes;no;yes;no;no
Flower Power;Microgaming;Классические слоты;3;3;1;3;300;Неизвестно;no;no;yes;no;yes;no;no
Legacy;Microgaming;Классические слоты;5;3;1;5;160;95.75%;no;no;yes;no;yes;yes;no
Rapid Reels;Microgaming;Классические слоты;5;3;1;5;300;94%;no;no;yes;no;yes;no;no
Jewel Thief;Microgaming;Классические слоты;1;3;1;3;500;Неизвестно;no;no;yes;no;yes;no;no
Pub Fruity;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;no;yes
Reels Royce;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Spell Bound;Microgaming;Классические слоты;3;3;1;3;500;Неизвестно;no;no;yes;no;yes;no;no
Treasure Ireland;Microgaming;Классические слоты;1;3;1;1;500;Неизвестно;yes;no;no;no;no;no;no
Tunzamunni;Microgaming;Прогрессивные слоты;1;3;1;5;5000;90.03%;no;yes;no;no;yes;no;no
Trick or Treat;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Win Spinner;Microgaming;Классические слоты;1;3;1;1;500;96.5%;yes;no;no;no;no;no;yes
Heavy Metal;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Roman Riches;Microgaming;Классические слоты;5;3;1;5;80;93.23%;no;no;yes;no;yes;no;no
City of Gold;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;no;no
Sonic Boom;Microgaming;Классические слоты;1;3;1;2;240;Неизвестно;no;no;yes;no;yes;yes;no
Jack in the Box;Microgaming;Классические слоты;1;3;1;2;2000;Неизвестно;no;no;yes;no;yes;yes;no
The Bees Knees;Microgaming;Классические слоты;1;3;1;2;500;Неизвестно;yes;no;no;no;no;no;no
Money Star;Microgaming;Классические слоты;1;3;1;1;200;Неизвестно;no;no;no;no;yes;no;yes
Lady Luxor;Microgaming;Классические слоты;1;3;1;1;500;Неизвестно;no;no;no;no;no;no;yes
Track and Field Mouse;Microgaming;Классические слоты;1;3;1;1;1000;Неизвестно;yes;no;no;no;no;yes;no
Cash 'n' Curry;Microgaming;Классические слоты;1;3;1;1;5000;96.5%;yes;no;no;no;no;no;no
Winning Wheels;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;yes;no
Big 5;Microgaming;Классические слоты;1;3;1;3;2400;Неизвестно;no;no;no;no;yes;no;no
Jackpot Express;Microgaming;Классические слоты;5;3;1;5;80;93.23%;no;no;yes;no;yes;no;no
Samurai Sevens;Microgaming;Классические слоты;3;3;1;3;500;Неизвестно;no;no;yes;no;yes;no;no
Who Wants to be a Stallionaire;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;yes;no
Bingo Bango Boom;Microgaming;Классические слоты;1;3;1;1;500;96.5%;yes;no;yes;no;no;no;no
Chavin it Large;Microgaming;Классические слоты;1;3;1;1;160;Неизвестно;yes;no;no;no;no;no;no
Fruit Slots;Microgaming;Классические слоты;1;3;1;3;2500;92.87%;no;no;no;no;yes;no;no
Cash Clams;Microgaming;Классические слоты;1;3;1;2;200;94.99%;no;no;yes;no;yes;yes;no
Chief's Magic;Microgaming;Классические слоты;1;3;1;3;600;Неизвестно;no;no;no;no;yes;no;no
Jesters Jackpot;Microgaming;Классические слоты;1;3;1;3;2400;Неизвестно;no;no;no;no;yes;no;no
Pandamonium;Microgaming;Классические слоты;1;3;1;1;2000;Неизвестно;yes;no;no;no;no;no;no
Sizzling Scorpions;Microgaming;Классические слоты;1;3;1;3;5000;Неизвестно;yes;no;no;no;yes;no;no
Fruit Salad;Microgaming;Классические слоты;1;3;1;3;300;Неизвестно;no;no;yes;no;yes;no;no
Rings and Roses;Microgaming;Классические слоты;5;3;1;5;300;Неизвестно;no;no;yes;no;yes;no;no
Billion Dollar Gran;Microgaming;Классические слоты;1;3;1;1;5000;95.50%;yes;no;no;no;no;no;yes
Alien Cash Attack;Microgaming;Классические слоты;1;3;1;1;1000;Неизвестно;yes;no;no;no;no;yes;yes
Deep Sea Dosh;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;no;no
Cool Buck;Microgaming;Классические слоты;5;3;1;5;300;94.95%;no;no;yes;no;yes;no;no
Blackjack Bonanza;Microgaming;Классические слоты;1;3;1;3;300;Неизвестно;no;no;yes;yes;yes;no;no
Double Magic;Microgaming;Классические слоты;1;3;1;2;1600;Неизвестно;no;no;no;no;no;no;no
Fantastic 7;Microgaming;Классические слоты;1;3;1;3;2500;95%;no;no;no;no;yes;no;no
Bulls Eye;Microgaming;Классические слоты;1;3;1;3;240;Неизвестно;yes;no;yes;no;yes;no;no
Cutesy Pie;Microgaming;Классические слоты;1;3;3;3;2500;Неизвестно;no;no;no;no;yes;no;no
Diamond Deal;Microgaming;Классические слоты;1;3;1;3;300;Неизвестно;no;no;yes;no;yes;no;no
Cosmic Cat;Microgaming;Классические слоты;1;3;1;2;200;96.52%;no;no;yes;no;yes;no;no
Jurassic Jackpot Big Reel;Microgaming;Классические слоты;1;3;1;2;1600;Неизвестно;no;no;no;no;no;no;no
Fortuna;Microgaming;Классические слоты;5;3;1;5;300;Неизвестно;no;no;yes;no;yes;no;no
Chief's Fortune;Microgaming;Классические слоты;1;3;1;3;240;Неизвестно;yes;no;yes;no;yes;no;no
Don Deal;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Fairy Ring;Microgaming;Классические слоты;3;3;1;3;300;Неизвестно;no;no;yes;no;yes;no;no
Crazy Crocodile;Microgaming;Классические слоты;1;3;1;3;4000;Неизвестно;no;no;no;no;no;no;no
Diamond 7's;Microgaming;Классические слоты;1;3;1;3;2500;Неизвестно;no;no;no;no;yes;no;no
Floridita Fandango;Microgaming;Классические слоты;1;3;1;3;2500;Неизвестно;no;no;no;no;yes;no;no
Flos Diner;Microgaming;Классические слоты;1;3;1;3;2400;Неизвестно;no;no;no;no;yes;no;no
Funhouse;Microgaming;Классические слоты;5;3;1;5;80;Неизвестно;no;no;yes;no;yes;no;no
Double Dose;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Criss Cross Max Power;Microgaming;Классические слоты;27;3;1;1;Прогрессивный;90%;no;yes;no;no;yes;yes;no
Cracker Jack;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Cherry Red;Microgaming;Классические слоты;1;3;1;2;200;Неизвестно;no;no;yes;no;yes;yes;no
Grand 7's;Microgaming;Классические слоты;1;3;1;3;2500;Неизвестно;no;no;no;no;yes;no;no
Ruby Reels;Microgaming;Классические слоты;5;3;1;5;5000;Неизвестно;no;no;yes;no;yes;no;no
Eldorado Max Power;Microgaming;Классические слоты;5;3;1;1;Прогрессивный;90%;no;yes;no;yes;yes;yes;no
Flying Ace;Microgaming;Классические слоты;5;3;1;1;6000;94.95%;no;no;yes;no;yes;no;no
Rock the Boat;Microgaming;Классические слоты;1;3;1;2;200;95.58%;no;no;yes;no;yes;yes;no
Apocalypse Cow Slot;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;yes;no
Spin Crazy;Microgaming;Классические слоты;1;3;1;1;2000;Неизвестно;yes;no;no;no;no;yes;yes
Skeet Shooter;NetEnt;Видео-слоты;9;5;1;10;10000;95%;yes;no;yes;yes;yes;no;no
Abra-Kebab-Ra Slot;Microgaming;Классические слоты;1;3;1;1;10000;Неизвестно;yes;no;no;no;no;yes;no
Gold Rush;NetEnt;Прогрессивные слоты;1;3;1;1;Прогрессивный;95.4%;no;yes;no;no;yes;no;no
Game On;Microgaming;Классические слоты;1;3;1;1;1000;Неизвестно;yes;no;no;no;no;no;no
Belissimo Slot;Microgaming;Классические слоты;5;3;1;5;80;93.23%;no;no;yes;no;yes;no;no
High 5;Microgaming;Классические слоты;9;3;1;3;180;Неизвестно;no;no;yes;no;yes;yes;no
Astroнетmical Slot;Microgaming;Классические слоты;1;3;1;3;900;95.05%;no;no;yes;no;yes;no;no
Golden Dragon Slot;Microgaming;Классические слоты;5;3;1;5;80;93.5%;no;no;yes;no;yes;no;no
Goblins Gold;Microgaming;Классические слоты;3;3;1;3;500;Неизвестно;no;no;yes;no;yes;no;no
Gladiators Gold;Microgaming;Классические слоты;3;3;1;3;4000;Неизвестно;no;no;no;no;yes;no;no
Lucky Darts;Microgaming;Классические слоты;1;3;1;1;2000;96.51%;yes;no;no;no;no;yes;no
Cash Splash Slot;Microgaming;Прогрессивные слоты;1;3;1;3;300;91.51%;no;yes;yes;no;yes;yes;no
Hip Hop Opotamus;Microgaming;Классические слоты;1;3;1;1;5000;Неизвестно;yes;no;no;no;no;no;no
Bill and Ted's Excellent Adventure Slot;Microgaming;Классические слоты;5;3;1;1;2000;Неизвестно;yes;no;yes;yes;yes;no;yes
Chilli Gold;Lightning Box;Видео-слоты;40;5;1;5;1000;Неизвестно;no;no;yes;yes;yes;yes;yes
Crazy Reels;NetEnt;Классические слоты;5;3;1;1;20;94.9%;yes;no;no;no;no;yes;no
Diamond Cherries;Rival;Видео-слоты;1;3;1;1;750;Неизвестно;no;no;yes;yes;yes;yes;no
Birds of Wonder;High5Games;Видео-слоты;1024;5;1;2;5000;Неизвестно;yes;no;yes;yes;yes;no;yes
Merry Money;Barcrest Games;Видео-слоты;10;5;1;1;Неизвестно;95.09%;yes;no;yes;yes;yes;no;yes
Moon Shadow;Barcrest Games;Видео-слоты;20;5;1;1;500;96.07%;no;no;yes;yes;yes;no;yes
Sheik Yer Money;Barcrest Games;Видео-слоты;10;5;1;1;250;96.2%;no;no;no;yes;yes;yes;no
Magic Stars;Wazdan;Прогрессивные слоты;5;3;1;1;Прогрессивный;Неизвестно;no;yes;yes;no;no;no;no
Wave Petrol;Octavian Gaming;Видео-слоты;10;5;1;200;1000;Неизвестно;no;no;yes;yes;yes;yes;yes
Undergrowth;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Triassic Уайлд;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Treasure Hunter;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Tobia's Farm;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
The Уайлд Forest;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
The Special Ones;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
The Office;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
The Master Cat;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Great Escape from City Zoo;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Sushi Booshi Mushi;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Templar's Mistery;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
Spaceship;Portomaso Gaming;Прогрессивные слоты;25;5;1;10;Прогрессивный;Неизвестно;no;yes;yes;yes;no;yes;yes
